OriginLat,OriginLon,AccessLat,AccessLon,People
39.3849442220543,-105.023118497785,39.3852,-105.0231,1
39.3851426806835,-105.022548376792,39.3852,-105.0231,2
39.3854748248345,-105.022464498514,39.38571,-105.0227,2
39.3858555258476,-105.022689131004,39.38571,-105.0227,1
39.3856200505149,-105.022987221329,39.38571,-105.0227,1
39.3856345245353,-105.023052320479,39.38571,-105.0227,1
39.3857409707978,-105.022881845055,39.38571,-105.0227,5
39.3857500180818,-105.022527010332,39.38571,-105.0227,1
39.3856158526794,-105.023016567262,39.38571,-105.0227,3
39.3859824204176,-105.023034112991,39.38571,-105.0227,3
39.3856042995559,-105.022211489194,39.38606,-105.0223,2
39.3859354266218,-105.021900900737,39.38606,-105.0223,3
39.3859053200365,-105.021883454972,39.38606,-105.0223,3
39.386041605818,-105.021740340814,39.38606,-105.0223,4
39.3859566145737,-105.021935992379,39.38606,-105.0223,3
39.3854330508966,-105.021661323212,39.38606,-105.0223,3
39.3855975126568,-105.022242610299,39.38606,-105.0223,1
39.386616785115,-105.021715082014,39.38648,-105.0218,5
39.3865805555672,-105.021656764221,39.38648,-105.0218,5
39.3864249962491,-105.022043668161,39.38648,-105.0218,4
39.3867968776667,-105.021381965665,39.38648,-105.0218,4
39.3865571545312,-105.021116755211,39.38685,-105.0211,2
39.3863936125977,-105.020896457124,39.38685,-105.0211,5
39.3865609527835,-105.020559792742,39.38685,-105.0211,2
39.3866055349357,-105.020642337633,39.38685,-105.0211,4
39.3865756934363,-105.02061497421,39.38685,-105.0211,5
39.3866695553334,-105.021010062082,39.38685,-105.0211,1
39.3875806528199,-105.020652367118,39.38704,-105.0207,3
39.3874883592185,-105.020487794829,39.38704,-105.0207,2
39.3875991225125,-105.02088589321,39.38704,-105.0207,1
39.3874165457099,-105.021320357986,39.38704,-105.0207,3
39.3871099648905,-105.020836316599,39.38704,-105.0207,3
39.3872835949639,-105.020607258725,39.38704,-105.0207,4
39.3874783539646,-105.020758921619,39.38704,-105.0207,1
39.3870025638079,-105.019489608767,39.38737,-105.0202,4
39.3876084837556,-105.020278585657,39.38737,-105.0202,4
39.3869499249315,-105.019611363749,39.38737,-105.0202,3
39.3872893822621,-105.020208688293,39.38737,-105.0202,4
39.3874134994883,-105.019644971879,39.38737,-105.0202,4
39.3878555458851,-105.019531312002,39.38798,-105.02,4
39.3883353169105,-105.019728148161,39.38798,-105.02,5
39.388199959664,-105.02008174971,39.38798,-105.02,2
39.3877604547482,-105.01963086732,39.38798,-105.02,4
39.3883375767915,-105.02012395754,39.38798,-105.02,1
39.3881486108409,-105.0203860706,39.38798,-105.02,1
39.3889027857956,-105.019797924425,39.38864,-105.0197,5
39.3888593796384,-105.019678684536,39.38864,-105.0197,4
39.388787469923,-105.01992888234,39.38864,-105.0197,2
39.3886998434944,-105.018689442383,39.38898,-105.0194,5
39.3890287009168,-105.019084540182,39.38898,-105.0194,1
39.3888192845326,-105.018928329271,39.38898,-105.0194,4
39.3886646460217,-105.018672656406,39.38898,-105.0194,2
39.3889122548947,-105.018741600585,39.38898,-105.0194,3
39.3884751375566,-105.019217141667,39.38898,-105.0194,2
39.3890363935158,-105.019154155553,39.38898,-105.0194,1
39.3891302411949,-105.019233652377,39.38927,-105.0189,4
39.3895219958502,-105.019406167563,39.38927,-105.0189,5
39.3894774742121,-105.018604750668,39.38927,-105.0189,1
39.3897945284782,-105.018936901768,39.38927,-105.0189,3
39.3898092594087,-105.019227214301,39.38927,-105.0189,4
39.3897636376253,-105.018808036445,39.38927,-105.0189,1
39.3891078778838,-105.017646235292,39.38965,-105.0183,3
39.3898023559487,-105.017693725452,39.38965,-105.0183,5
39.3894621506646,-105.018044366379,39.38965,-105.0183,2
39.3895627537849,-105.018357753588,39.38965,-105.0183,5
39.389232440216,-105.018266893303,39.38965,-105.0183,3
39.3896615683904,-105.017896079886,39.38965,-105.0183,1
39.3892171241885,-105.017812680786,39.38965,-105.0183,1
39.3896340229214,-105.017819084698,39.38965,-105.0183,1
39.3903383024939,-105.10252379636,39.38995,-105.1017,3
39.3900148076818,-105.10262337352,39.38995,-105.1017,5
39.3901417136137,-105.102119478277,39.38995,-105.1017,1
39.390397746249,-105.102152588951,39.38995,-105.1017,1
39.3904746283727,-105.102422760642,39.38995,-105.1017,1
39.3900727289193,-105.102376333276,39.38995,-105.1017,5
39.3900093629339,-105.101696154734,39.39022,-105.1013,1
39.3898997529094,-105.100884160512,39.39022,-105.1013,2
39.3898267420526,-105.101378575375,39.39022,-105.1013,1
39.3900731053632,-105.101160171122,39.39022,-105.1013,1
39.3898338142118,-105.101012280412,39.39022,-105.1013,1
39.3898936405573,-105.101625691738,39.39022,-105.1013,2
39.3904033329839,-105.101685368692,39.39022,-105.1013,2
39.3904417236811,-105.10164481468,39.39022,-105.1013,5
39.3904442508607,-105.101578761756,39.39022,-105.1013,2
39.3900203774655,-105.100359340579,39.39023,-105.1003,4
39.3901633788764,-105.100718780345,39.39023,-105.1003,1
39.3900108314415,-105.100260048719,39.39023,-105.1003,3
39.3902235298584,-105.100124651596,39.39023,-105.1003,5
39.3898962793896,-105.100166300122,39.39023,-105.1003,2
39.390096426546,-105.098953465938,39.39025,-105.0994,1
39.3904126095309,-105.099371518302,39.39025,-105.0994,1
39.3899500642808,-105.099657323429,39.39025,-105.0994,3
39.3900257526511,-105.099812046422,39.39025,-105.0994,1
39.3898929282613,-105.099773706384,39.39025,-105.0994,1
39.3901193783034,-105.098984450068,39.39025,-105.0994,2
39.3903685840352,-105.099198272714,39.39025,-105.0994,1
39.389874580432,-105.018483059434,39.3901,-105.0179,2
39.3901563454132,-105.018471289259,39.3901,-105.0179,1
39.3905439794346,-105.018096971007,39.3901,-105.0179,4
39.3903544962528,-105.017684932715,39.3901,-105.0179,3
39.3903666363508,-105.017908284058,39.3901,-105.0179,5
39.3903279055681,-105.018513231669,39.3901,-105.0179,2
39.3899153804893,-105.018300349891,39.3901,-105.0179,2
39.3899169051432,-105.01683183608,39.39045,-105.0176,5
39.3900740918613,-105.016660520472,39.39045,-105.0176,3
39.3898137708886,-105.016742869056,39.39045,-105.0176,5
39.3903372602002,-105.016801243459,39.39045,-105.0176,2
39.3904832727811,-105.017278075869,39.39045,-105.0176,1
39.3904742365098,-105.01674332667,39.39045,-105.0176,1
39.3901409308695,-105.017244859948,39.39045,-105.0176,1
39.3903618895377,-105.017200096755,39.39045,-105.0176,3
39.3899222090496,-105.017349625437,39.39045,-105.0176,1
39.3908065199422,-105.098504235348,39.39204,-105.0951,3
39.3911264301249,-105.01691754756,39.39093,-105.0172,5
39.3910881354548,-105.017406406792,39.39093,-105.0172,4
39.3908047616363,-105.017337003871,39.39093,-105.0172,3
39.3912240070528,-105.017051588492,39.39093,-105.0172,4
39.3907851583031,-105.017331391211,39.39093,-105.0172,2
39.3913088532595,-105.016799146575,39.39178,-105.0167,3
39.3918578807042,-105.016927442222,39.39178,-105.0167,4
39.3914543892322,-105.017249321722,39.39178,-105.0167,1
39.3919909248441,-105.016999799227,39.39178,-105.0167,4
39.3919330379543,-105.015834264483,39.39176,-105.0164,3
39.3913225094625,-105.016089141496,39.39176,-105.0164,2
39.392439784349,-105.01788236048,39.39271,-105.0179,4
39.392038675947,-105.018246823475,39.39271,-105.0179,5
39.3924407260875,-105.018029037922,39.39271,-105.0179,2
39.3924053009532,-105.017910095084,39.39271,-105.0179,3
39.3924517393257,-105.016759646313,39.39244,-105.0171,2
39.392165682638,-105.017233167163,39.39244,-105.0171,3
39.3920848563703,-105.016654320211,39.39244,-105.0171,1
39.3925188739746,-105.017172691453,39.39244,-105.0171,1
39.3922816165959,-105.016889315556,39.39244,-105.0171,2
39.3926659361865,-105.01694147464,39.39244,-105.0171,4
39.3925803855672,-105.017234116685,39.39244,-105.0171,1
39.3923229899743,-105.015733439777,39.39232,-105.016,3
39.3925958658014,-105.016223397748,39.39232,-105.016,1
39.3920944123401,-105.016154494691,39.39232,-105.016,2
39.392613735645,-105.016511610435,39.39232,-105.016,5
39.3921484538797,-105.015788523264,39.39232,-105.016,3
39.3921888203184,-105.015363909856,39.39266,-105.0158,3
39.3930594266943,-105.020052570668,39.39349,-105.0196,2
39.3934010844143,-105.020184958501,39.39349,-105.0196,4
39.3932373827712,-105.019887133385,39.39349,-105.0196,4
39.3932551176036,-105.019617178758,39.39349,-105.0196,3
39.393305090459,-105.020151263809,39.39349,-105.0196,2
39.3929362546767,-105.019629419192,39.39349,-105.0196,1
39.3933362054286,-105.019065858525,39.39316,-105.019,5
39.3928179820261,-105.018662433282,39.39316,-105.019,1
39.3929514608659,-105.018672304231,39.39316,-105.019,2
39.3931171236812,-105.018967938815,39.39316,-105.019,4
39.3927603189902,-105.01857983698,39.39316,-105.019,3
39.3931354685154,-105.017995072596,39.39282,-105.0182,3
39.393135429927,-105.017860936179,39.39282,-105.0182,4
39.3928383857692,-105.017702869284,39.39282,-105.0182,4
39.3930529673411,-105.01790409453,39.39282,-105.0182,1
39.3927885393384,-105.017726956689,39.39282,-105.0182,1
39.393425730778,-105.018471543155,39.39282,-105.0182,4
39.3929106491134,-105.017603636061,39.39282,-105.0182,1
39.3931778831279,-105.015200308984,39.39306,-105.0152,5
39.3928552587691,-105.015181346156,39.39306,-105.0152,3
39.393031249957,-105.015018083551,39.39306,-105.0152,1
39.3932243526403,-105.015108354883,39.39306,-105.0152,2
39.3927816635668,-105.015304736117,39.39306,-105.0152,3
39.3928346369146,-105.014307676754,39.3933,-105.0143,4
39.393321161792,-105.014218527689,39.3933,-105.0143,4
39.3928901191705,-105.013855353,39.3933,-105.0143,1
39.3936254414883,-105.019779130951,39.39375,-105.0201,3
39.3938573558733,-105.01304918107,39.39342,-105.0133,4
39.3939257584549,-105.013752037096,39.39342,-105.0133,1
39.3937639225553,-105.013055511047,39.39342,-105.0133,2
39.3935560061245,-105.013542200088,39.39342,-105.0133,3
39.393761613068,-105.013777947191,39.39342,-105.0133,3
39.393585688761,-105.012861401477,39.39342,-105.0133,5
39.3937529982104,-105.010726545702,39.394,-105.0107,2
39.3937454471554,-105.010785447334,39.394,-105.0107,1
39.3943200478972,-105.020738286498,39.3946,-105.0208,2
39.3948189206071,-105.020751058791,39.3946,-105.0208,3
39.3949317267878,-105.020688997446,39.3946,-105.0208,2
39.3948426516282,-104.990490114971,39.39509,-104.9905,2
39.3949453130267,-104.990256410479,39.39509,-104.9905,5
39.3948818128252,-104.99105439666,39.39509,-104.9905,3
39.3943549167061,-104.990718442552,39.39509,-104.9905,5
39.3946070835734,-104.99108881248,39.39509,-104.9905,2
39.3949114122619,-104.990726769516,39.39509,-104.9905,2
39.3950998126114,-105.021497373904,39.39548,-105.0212,1
39.3950263667871,-105.022200928263,39.39548,-105.0212,2
39.3952171862137,-105.022189324431,39.39548,-105.0212,2
39.3955206072435,-105.021933953125,39.39548,-105.0212,5
39.3952458369708,-105.022245151394,39.39548,-105.0212,2
39.3950904279776,-105.021413014737,39.39548,-105.0212,5
39.3952073823481,-105.020781424087,39.39525,-105.0211,3
39.3950470244659,-105.0210122949,39.39525,-105.0211,3
39.3955774273484,-105.020940255021,39.39525,-105.0211,4
39.3955658469092,-105.02111113354,39.39525,-105.0211,2
39.3954941189889,-105.021243654947,39.39525,-105.0211,3
39.3955171346995,-105.008681134018,39.39556,-105.009,4
39.3953874846266,-105.00871771933,39.39556,-105.009,1
39.3951485605705,-104.990542812784,39.39511,-104.9905,4
39.394950210007,-104.990313479885,39.39511,-104.9905,1
39.3955521875774,-104.990878836323,39.39511,-104.9905,1
39.3956406480847,-104.991058042859,39.39511,-104.9905,4
39.3954754119827,-104.990922172437,39.39511,-104.9905,3
39.3953781206088,-104.990446362322,39.39511,-104.9905,4
39.395634649624,-104.990544471715,39.39511,-104.9905,2
39.3956826296295,-104.989908402581,39.39538,-104.9897,4
39.3954612036664,-104.989570088072,39.39538,-104.9897,3
39.3954310896855,-104.990150789271,39.39538,-104.9897,2
39.3953712881348,-104.98956074298,39.39538,-104.9897,5
39.3963376077247,-105.022252640913,39.39608,-105.0214,3
39.3962541086293,-105.0215330513,39.39608,-105.0214,4
39.3961321739881,-105.021496354753,39.39608,-105.0214,2
39.3957045434618,-105.02150272245,39.39608,-105.0214,4
39.3957406092207,-105.022293413354,39.39608,-105.0214,4
39.3957202825905,-105.02074024033,39.39602,-105.0214,5
39.3961810649207,-105.020750658277,39.39602,-105.0214,3
39.3958846600991,-105.020571084362,39.39602,-105.0214,1
39.396346386615,-105.020682286111,39.39602,-105.0214,4
39.395874451096,-105.020519931219,39.39602,-105.0214,1
39.3959519414122,-105.021197421315,39.39602,-105.0214,1
39.3960851244744,-105.008795549914,39.39604,-105.0086,4
39.3957356856703,-105.008630763103,39.39604,-105.0086,1
39.3960439445322,-104.989406198468,39.39605,-104.9893,4
39.3958618961333,-104.989387781465,39.39605,-104.9893,4
39.3962845585406,-104.989290183596,39.39605,-104.9893,4
39.3963824311142,-104.989980439888,39.39605,-104.9893,1
39.3960079389378,-104.989271133698,39.39605,-104.9893,5
39.3962599324075,-104.988453542351,39.39606,-104.9893,4
39.3963565424711,-104.989052183441,39.39606,-104.9893,5
39.3961231205122,-104.988376518056,39.39606,-104.9893,4
39.3960405080025,-104.988801936309,39.39606,-104.9893,4
39.3962667110373,-104.988864613944,39.39606,-104.9893,1
39.3970430059314,-105.022085271243,39.3968,-105.0214,4
39.3964341831042,-105.022134755242,39.3968,-105.0214,2
39.3970060693022,-105.022282369136,39.3968,-105.0214,1
39.3969337466543,-105.022231983958,39.3968,-105.0214,5
39.3965915278862,-105.02202051756,39.3968,-105.0214,1
39.397053930652,-105.021438043476,39.3968,-105.0214,3
39.3968484006609,-105.022038802544,39.3968,-105.0214,1
39.3967257200456,-105.021550835253,39.3968,-105.0214,1
39.3964183544517,-105.021026079303,39.39675,-105.0214,2
39.3967438892492,-105.020945018041,39.39675,-105.0214,5
39.3968303918599,-105.021243776273,39.39675,-105.0214,3
39.397127124937,-105.021228603577,39.39675,-105.0214,5
39.3971077400538,-105.020561216372,39.39675,-105.0214,2
39.3967267738092,-105.020633197223,39.39675,-105.0214,1
39.396986629352,-105.008264320705,39.39659,-105.0082,3
39.3966839835712,-105.008360157705,39.39659,-105.0082,4
39.396787718153,-105.007656816347,39.39692,-105.0079,5
39.3967452394783,-105.007941509091,39.39692,-105.0079,1
39.3969407620347,-105.007543113195,39.39692,-105.0079,2
39.3971354438213,-105.007899936301,39.39692,-105.0079,1
39.3965932280033,-105.007969897877,39.39692,-105.0079,3
39.3967011714002,-104.989838332807,39.39681,-104.9893,1
39.3964855821494,-104.989230610586,39.39681,-104.9893,3
39.3965114548436,-104.98934043174,39.39681,-104.9893,1
39.3968333045943,-104.989288482455,39.39681,-104.9893,3
39.3964833757761,-104.989693789364,39.39681,-104.9893,3
39.3964286901105,-104.990012132272,39.39681,-104.9893,4
39.3970919487214,-104.990072548796,39.39681,-104.9893,3
39.3967410908402,-104.990001050097,39.39681,-104.9893,1
39.3968654632497,-104.988970801545,39.39674,-104.9893,5
39.3968637918976,-104.988301168998,39.39674,-104.9893,5
39.3967330343229,-104.989039070951,39.39674,-104.9893,5
39.3969089130661,-104.98884361489,39.39674,-104.9893,1
39.3965406910035,-104.989026648592,39.39674,-104.9893,1
39.3974446464349,-105.021764537855,39.39754,-105.0215,4
39.3971979034769,-105.021707996597,39.39754,-105.0215,2
39.3971851526982,-105.021814617994,39.39754,-105.0215,4
39.3972582296349,-105.022103139566,39.39754,-105.0215,5
39.3972587204774,-105.021533851271,39.39754,-105.0215,5
39.3974450607326,-105.007427197365,39.3974,-105.0075,1
39.3972110399524,-105.00809822997,39.3974,-105.0075,1
39.3971630785785,-105.007393744263,39.3974,-105.0075,2
39.3976503556209,-105.007669523232,39.3974,-105.0075,4
39.3975390084296,-105.007467554742,39.3974,-105.0075,4
39.3973665583584,-105.007279416361,39.3974,-105.0075,1
39.3978612510725,-105.006733733825,39.39777,-105.0069,5
39.3977828694719,-105.006840677423,39.39777,-105.0069,3
39.3973722284843,-105.006665896628,39.39777,-105.0069,4
39.3973871719604,-104.998637571229,39.39771,-104.998,5
39.3978327410126,-104.99861118615,39.39771,-104.998,3
39.397537563304,-104.998134341557,39.39771,-104.998,3
39.3978190143883,-104.997772965138,39.39771,-104.998,1
39.3977883932365,-104.998115932518,39.39771,-104.998,3
39.3975639325028,-104.998641922674,39.39771,-104.998,1
39.3978541979776,-104.997801213675,39.39771,-104.998,1
39.3978600061935,-104.990025887518,39.39751,-104.9893,2
39.397212426207,-104.989326811154,39.39751,-104.9893,5
39.3977911911098,-104.989837352308,39.39751,-104.9893,1
39.3975550458391,-104.989392053036,39.39751,-104.9893,5
39.3973801903576,-104.990112621739,39.39751,-104.9893,2
39.3971681825688,-104.989329151708,39.39751,-104.9893,2
39.3974257833031,-104.989547221232,39.39751,-104.9893,3
39.3978599500066,-104.989717062955,39.39751,-104.9893,3
39.397392847326,-104.989118961371,39.39746,-104.9885,4
39.3976098955375,-104.988930632327,39.39746,-104.9885,2
39.3975154375924,-104.988888327995,39.39746,-104.9885,3
39.3973895520501,-104.988652340283,39.39746,-104.9885,4
39.3973224824408,-104.989112882629,39.39746,-104.9885,5
39.3972235390817,-104.988196169595,39.39766,-104.9884,4
39.3977519647777,-104.988234735497,39.39766,-104.9884,1
39.3976532954531,-104.98758955716,39.39766,-104.9884,2
39.3973790164766,-104.98742147362,39.39766,-104.9884,1
39.3975394636139,-104.987327695533,39.39766,-104.9884,1
39.3972968402058,-104.988091832529,39.39766,-104.9884,1
39.3977676888138,-104.987479308335,39.39766,-104.9884,3
39.3977280319503,-104.987650190986,39.39766,-104.9884,1
39.3985741532413,-105.022100714504,39.39827,-105.0216,1
39.3979527571002,-105.022239466793,39.39827,-105.0216,4
39.3980932263784,-105.022303816213,39.39827,-105.0216,3
39.3981551140208,-105.02213056248,39.39827,-105.0216,3
39.3980628410391,-105.021446072452,39.39827,-105.0216,5
39.3982062642568,-105.022118049843,39.39827,-105.0216,2
39.3985084787133,-105.021658400653,39.39827,-105.0216,1
39.3982542288826,-105.00715248036,39.39803,-105.0065,2
39.3979874437801,-105.007123254048,39.39803,-105.0065,4
39.3981789640265,-105.00632525478,39.39803,-105.0065,4
39.3981494960352,-105.006293556988,39.39803,-105.0065,4
39.3983976058923,-105.006055638216,39.39837,-105.0059,3
39.398477889669,-105.005401802598,39.39837,-105.0059,1
39.3983525181743,-105.005406442058,39.39837,-105.0059,3
39.398532846155,-105.005678407493,39.39837,-105.0059,3
39.3984711195221,-105.006212960589,39.39837,-105.0059,1
39.3984433179463,-104.9977865315,39.39822,-104.9979,1
39.3985950104674,-104.998649136677,39.39822,-104.9979,2
39.39859265411,-104.997983646424,39.39822,-104.9979,5
39.3979986427462,-104.997846267891,39.39822,-104.9979,4
39.3979115291625,-104.99859023803,39.39822,-104.9979,3
39.3979993239099,-104.998030236982,39.39822,-104.9979,3
39.398428351272,-104.990143556729,39.39828,-104.9894,4
39.3979163978809,-104.989391991007,39.39828,-104.9894,4
39.3986000960003,-104.989778677689,39.39828,-104.9894,1
39.39850640286,-104.990137096775,39.39828,-104.9894,5
39.3984009122468,-104.990152483005,39.39828,-104.9894,3
39.3985241755639,-104.989304612131,39.39828,-104.9894,2
39.3982039785508,-104.988854372227,39.39814,-104.9883,5
39.3981021895098,-104.988739919499,39.39814,-104.9883,4
39.3984916234562,-104.988999429086,39.39814,-104.9883,3
39.3984152851445,-104.988525727709,39.39814,-104.9883,3
39.3985891826284,-104.98841805353,39.39814,-104.9883,3
39.3983315049532,-104.987574955983,39.39834,-104.9882,3
39.3979928309217,-104.987644537332,39.39834,-104.9882,2
39.3981478507401,-104.987425290965,39.39834,-104.9882,2
39.3985776860114,-104.988223249734,39.39834,-104.9882,4
39.3985871830486,-104.987436957514,39.39834,-104.9882,2
39.3980691930066,-104.988109424198,39.39834,-104.9882,1
39.3993121609188,-105.021863170863,39.39899,-105.0218,2
39.3991960414012,-105.021439610912,39.39899,-105.0218,1
39.3986779107688,-105.02144990023,39.39899,-105.0218,5
39.3990279569369,-105.022011446281,39.39899,-105.0218,4
39.3990486286146,-105.02230017765,39.39899,-105.0218,2
39.3991283010236,-105.021734017852,39.39899,-105.0218,1
39.3990983729448,-105.021408547336,39.39899,-105.0218,1
39.3991658522769,-105.005996668572,39.39886,-105.0055,1
39.3989040327586,-105.006218154004,39.39886,-105.0055,2
39.3989259936003,-105.005711844754,39.39886,-105.0055,1
39.3991032965532,-105.005983780457,39.39886,-105.0055,4
39.3992165552088,-105.005233959792,39.39917,-105.0053,3
39.3987863597619,-105.004356201498,39.39917,-105.0053,3
39.3991823577526,-105.005221235614,39.39917,-105.0053,4
39.3986655255005,-105.000803157822,39.39937,-105.0008,5
39.399204180062,-105.000968253136,39.39937,-105.0008,5
39.3988794361874,-105.001477563866,39.39937,-105.0008,5
39.3993471613368,-104.999864841972,39.3992,-105.0003,2
39.3990983732984,-105.000247274614,39.3992,-105.0003,2
39.3989072934477,-105.000479514929,39.3992,-105.0003,2
39.3990020670616,-105.00008426495,39.3992,-105.0003,3
39.3990658687108,-105.000323256874,39.3992,-105.0003,1
39.3992096841408,-104.999797812793,39.3992,-105.0003,5
39.3991860215254,-104.999658824582,39.3992,-105.0003,2
39.398920778382,-104.99849773618,39.39889,-104.9977,4
39.3987177758162,-104.998343845897,39.39889,-104.9977,3
39.3987475506339,-104.998491713685,39.39889,-104.9977,5
39.3988808975078,-104.998461744305,39.39889,-104.9977,4
39.3988556495118,-104.99688325264,39.39913,-104.9976,1
39.3993478431211,-104.997650156887,39.39913,-104.9976,1
39.3989254930486,-104.996876517485,39.39913,-104.9976,1
39.3989679134489,-104.997079574866,39.39913,-104.9976,3
39.3988359149006,-104.997438670008,39.39913,-104.9976,5
39.3989515560849,-104.997258748574,39.39913,-104.9976,1
39.3988563359893,-104.989409552351,39.39902,-104.9896,4
39.3993341346746,-104.989489457081,39.39902,-104.9896,5
39.3989045771674,-104.989730054644,39.39902,-104.9896,1
39.399208103787,-104.989589975747,39.39902,-104.9896,3
39.3989361031591,-104.990010821608,39.39902,-104.9896,4
39.3992047543589,-104.987778254681,39.39901,-104.9879,4
39.3989510841417,-104.987575090067,39.39901,-104.9879,1
39.3990805638019,-104.98740027236,39.39901,-104.9879,2
39.3998675384981,-105.023065227348,39.39995,-105.0224,4
39.3993851643087,-105.023155816506,39.39995,-105.0224,4
39.3998886569397,-105.02265179254,39.39995,-105.0224,3
39.3995170236258,-105.022868516888,39.39995,-105.0224,1
39.3995071335175,-105.021826076664,39.39962,-105.0221,2
39.3994752554962,-105.022194366494,39.39962,-105.0221,4
39.3998951402299,-105.005111107232,39.39974,-105.0049,2
39.400051158992,-105.004359072945,39.39974,-105.0049,3
39.4000507975252,-105.005024762075,39.39974,-105.0049,5
39.3998598001448,-105.004553006064,39.39974,-105.0049,3
39.399513418008,-105.001499888045,39.39972,-105.0011,4
39.3997198529078,-105.000694262989,39.39972,-105.0011,2
39.3996036361845,-105.00125168824,39.39972,-105.0011,1
39.400054872959,-105.001183670636,39.39972,-105.0011,3
39.3998966245659,-105.001441263878,39.39972,-105.0011,4
39.3995738830783,-104.99693619872,39.39967,-104.9972,2
39.3997633559433,-104.997087524626,39.39967,-104.9972,3
39.3997041648342,-104.997651006205,39.39967,-104.9972,3
39.3997042468389,-104.995992430048,39.40002,-104.9968,4
39.3996634769037,-104.99653953206,39.40002,-104.9968,2
39.3995488880013,-104.996629854618,39.40002,-104.9968,3
39.3997242827625,-104.990414498364,39.3998,-104.9905,5
39.399547235578,-104.990163995764,39.3998,-104.9905,1
39.3994295002853,-104.990471076524,39.3998,-104.9905,1
39.3997846813262,-104.991015894884,39.3998,-104.9905,1
39.3994393768713,-104.990612993926,39.3998,-104.9905,5
39.3998664971811,-104.989680658255,39.39943,-104.9899,5
39.3997018045353,-104.990045953381,39.39943,-104.9899,4
39.3997624440031,-104.963990032249,39.39981,-104.9647,1
39.3996250781114,-104.964255524192,39.39981,-104.9647,1
39.3999671917014,-104.964387941424,39.39981,-104.9647,2
39.3994008152676,-104.964447699479,39.39981,-104.9647,3
39.3993893670952,-104.964616493213,39.39981,-104.9647,4
39.4003222485926,-105.023402177631,39.40077,-105.0233,4
39.4003817586806,-105.023914431286,39.40077,-105.0233,1
39.4007962215792,-105.023363289478,39.40077,-105.0233,1
39.4006949184877,-105.022956405265,39.40041,-105.0229,2
39.4006321924807,-105.022597318275,39.40041,-105.0229,1
39.4001117550277,-105.022576619156,39.40041,-105.0229,4
39.4001500436121,-105.004764637671,39.40017,-105.0044,4
39.4007759994521,-105.005233917283,39.40017,-105.0044,5
39.4007364430241,-105.004717957706,39.40017,-105.0044,5
